"Plot-Titel: SOS 1 West March 2026"
"Anz.","Datum Zeit, GMT+01:00","Wassergehalt, m³/m³ (LGR S/N: 22429151, SEN S/N: 22382326, LBL: Soil moisture 10cm)","Temp., °C (LGR S/N: 22429151_duplicate, SEN S/N: 22332514, LBL: Temperature)","RH, % (LGR S/N: 22429151_duplicate, SEN S/N: 22332514, LBL: Air humidity)","Wassergehalt, m³/m³ (LGR S/N: 22429151_duplicate, SEN S/N: 22382324, LBL: Soil moisture 5cm)","Wassergehalt, m³/m³ (LGR S/N: 22429151_duplicate, SEN S/N: 22382324, LBL: Soil moisture 5cm)","Windrichtung, ø (LGR S/N: 22429151_duplicate, SEN S/N: 22407863, LBL: Wind direction)","Windgeschwindigkeit, m/s (LGR S/N: 22429151_duplicate, SEN S/N: 22427869, LBL: Wind speed)","Böengeschwindigkeit, m/s (LGR S/N: 22429151_duplicate, SEN S/N: 22427869, LBL: Gust speed)"
1150,03.17.26 08:55:53 AM,0.0126,30.234,25.173,0.0141,0.0141,127.8,0.00,0.00
1151,03.17.26 08:56:53 AM,0.0126,30.362,24.875,0.0148,0.0148,127.8,0.00,0.50
1152,03.17.26 08:57:53 AM,0.0126,30.298,24.884,0.0141,0.0141,126.4,0.00,1.01
1153,03.17.26 08:58:53 AM,0.0134,30.427,24.724,0.0141,0.0141,126.4,0.00,0.00
1154,03.17.26 08:59:53 AM,0.0126,30.513,24.637,0.0141,0.0141,126.4,0.00,0.50
1155,03.17.26 09:00:53 AM,0.0134,30.427,24.707,0.0141,0.0141,126.4,0.00,1.01
1156,03.17.26 09:01:53 AM,0.0126,30.641,24.692,0.0148,0.0148,126.4,0.00,0.00
1157,03.17.26 09:02:53 AM,0.0134,30.534,24.518,0.0141,0.0141,126.4,0.50,1.51
1158,03.17.26 09:03:53 AM,0.0134,30.427,24.648,0.0148,0.0148,126.4,0.00,1.01
1159,03.17.26 09:04:53 AM,0.0134,30.491,24.559,0.0148,0.0148,126.4,0.00,0.00
1160,03.17.26 09:05:53 AM,0.0134,30.663,24.413,0.0148,0.0148,126.4,0.00,0.00
1161,03.17.26 09:06:53 AM,0.0134,30.749,24.262,0.0148,0.0148,126.4,0.00,0.50
1162,03.17.26 09:07:53 AM,0.0126,30.877,24.067,0.0148,0.0148,126.4,0.00,0.00
1163,03.17.26 09:08:53 AM,0.0134,30.942,23.897,0.0148,0.0148,126.4,0.00,0.50
1164,03.17.26 09:09:53 AM,0.0134,31.006,23.888,0.0148,0.0148,126.4,0.00,0.50
1165,03.17.26 09:10:53 AM,0.0134,31.156,23.758,0.0148,0.0148,126.4,0.00,0.50
1166,03.17.26 09:11:53 AM,0.0134,31.263,23.764,0.0148,0.0148,126.4,0.00,0.50
1167,03.17.26 09:12:53 AM,0.0134,31.328,23.259,0.0148,0.0148,126.4,0.00,1.01
1168,03.17.26 09:13:53 AM,0.0134,31.328,23.357,0.0148,0.0148,126.4,0.00,1.01
1169,03.17.26 09:14:53 AM,0.0134,31.199,23.488,0.0148,0.0148,126.4,0.00,0.50
1170,03.17.26 09:15:53 AM,0.0134,31.092,23.529,0.0148,0.0148,127.8,0.50,1.51
1171,03.17.26 09:16:53 AM,0.0134,30.942,23.806,0.0155,0.0155,167.1,1.01,1.51
1172,03.17.26 09:17:53 AM,0.0134,30.877,23.850,0.0148,0.0148,171.3,1.01,1.51
1173,03.17.26 09:18:53 AM,0.0134,30.856,24.079,0.0155,0.0155,175.5,0.50,1.51
1174,03.17.26 09:19:53 AM,0.0134,30.877,24.021,0.0155,0.0155,175.5,0.50,1.01
1175,03.17.26 09:20:53 AM,0.0134,30.899,23.838,0.0155,0.0155,175.5,0.50,1.01
1176,03.17.26 09:21:53 AM,0.0134,31.049,23.612,0.0155,0.0155,175.5,0.00,0.50
1177,03.17.26 09:22:53 AM,0.0134,31.199,23.621,0.0155,0.0155,175.5,0.00,0.50
1178,03.17.26 09:23:53 AM,0.0134,31.306,23.479,0.0155,0.0155,175.5,0.00,1.01
1179,03.17.26 09:24:53 AM,0.0134,31.306,23.461,0.0155,0.0155,175.5,0.00,1.01
1180,03.17.26 09:25:53 AM,0.0134,31.521,23.334,0.0155,0.0155,175.5,0.00,1.51
1181,03.17.26 09:26:53 AM,0.0134,31.735,22.748,0.0155,0.0155,244.3,1.01,2.01
1182,03.17.26 09:27:53 AM,0.0134,31.821,22.689,0.0163,0.0163,263.9,0.00,1.51
1183,03.17.26 09:28:53 AM,0.0134,32.314,22.307,0.0155,0.0155,263.9,0.00,0.00
1184,03.17.26 09:29:53 AM,0.0134,32.443,21.909,0.0163,0.0163,255.5,1.01,2.52
1185,03.17.26 09:30:53 AM,0.0134,32.486,21.924,0.0163,0.0163,247.1,1.51,2.01
1186,03.17.26 09:31:53 AM,0.0134,32.421,22.042,0.0163,0.0163,252.7,0.50,1.51
1187,03.17.26 09:32:53 AM,0.0134,32.250,22.002,0.0163,0.0163,247.1,1.01,1.51
1188,03.17.26 09:33:53 AM,0.0134,32.164,22.194,0.0163,0.0163,245.7,1.01,1.51
1189,03.17.26 09:34:53 AM,0.0134,32.228,22.080,0.0163,0.0163,245.7,1.01,1.51
1190,03.17.26 09:35:53 AM,0.0141,32.336,21.952,0.0163,0.0163,245.7,0.00,1.51
1191,03.17.26 09:36:53 AM,0.0134,32.550,21.700,0.0163,0.0163,245.7,0.00,0.50
1192,03.17.26 09:37:53 AM,0.0141,32.636,21.485,0.0163,0.0163,256.9,0.50,2.01
1193,03.17.26 09:38:53 AM,0.0134,32.829,21.497,0.0170,0.0170,262.5,0.50,2.01
1194,03.17.26 09:39:53 AM,0.0134,32.850,21.263,0.0163,0.0163,244.3,1.01,1.51
1195,03.17.26 09:40:53 AM,0.0134,32.979,21.254,0.0170,0.0170,244.3,0.50,1.51
1196,03.17.26 09:41:53 AM,0.0141,33.194,20.916,0.0170,0.0170,245.7,0.00,1.01
1197,03.17.26 09:42:53 AM,0.0134,33.172,20.816,0.0170,0.0170,245.7,0.00,1.01
1198,03.17.26 09:43:53 AM,0.0134,33.065,21.013,0.0170,0.0170,245.7,0.00,1.01
1199,03.17.26 09:44:53 AM,0.0141,33.472,20.752,0.0170,0.0170,245.7,0.00,0.00
1200,03.17.26 09:45:53 AM,0.0141,33.751,20.330,0.0170,0.0170,242.9,0.50,2.01
1201,03.17.26 09:46:53 AM,0.0141,33.730,20.542,0.0170,0.0170,240.1,0.50,1.51
1202,03.17.26 09:47:53 AM,0.0141,33.601,20.536,0.0170,0.0170,235.9,1.51,2.52
1203,03.17.26 09:48:53 AM,0.0141,33.194,20.876,0.0170,0.0170,251.3,2.01,3.02
1204,03.17.26 09:49:53 AM,0.0141,33.022,21.256,0.0170,0.0170,256.9,0.50,1.51
1205,03.17.26 09:50:53 AM,0.0141,33.129,20.897,0.0170,0.0170,255.5,1.01,1.51
1206,03.17.26 09:51:53 AM,0.0141,33.194,20.998,0.0170,0.0170,254.1,0.50,1.51
1207,03.17.26 09:52:53 AM,0.0141,33.301,20.771,0.0170,0.0170,254.1,0.00,1.01
1208,03.17.26 09:53:53 AM,0.0141,33.494,20.468,0.0177,0.0177,254.1,0.00,0.50
1209,03.17.26 09:54:53 AM,0.0141,33.537,20.407,0.0177,0.0177,254.1,0.00,1.01
1210,03.17.26 09:55:53 AM,0.0141,33.987,20.276,0.0177,0.0177,254.1,0.00,0.00
1211,03.17.26 09:56:53 AM,0.0141,34.073,19.940,0.0177,0.0177,254.1,0.00,0.50
1212,03.17.26 09:57:53 AM,0.0141,34.330,19.771,0.0177,0.0177,254.1,0.00,1.01
1213,03.17.26 09:58:53 AM,0.0134,34.373,19.670,0.0177,0.0177,278.0,1.01,2.01
1214,03.17.26 09:59:53 AM,0.0141,34.223,19.864,0.0177,0.0177,282.2,0.00,1.51
1215,03.17.26 10:00:53 AM,0.0141,34.373,19.791,0.0177,0.0177,282.2,0.00,1.01
1216,03.17.26 10:01:53 AM,0.0141,34.588,19.466,0.0177,0.0177,282.2,0.00,0.50
1217,03.17.26 10:02:53 AM,0.0141,34.867,19.182,0.0184,0.0184,282.2,0.00,0.00
1218,03.17.26 10:03:53 AM,0.0141,34.738,19.121,0.0184,0.0184,280.8,0.00,1.01
1219,03.17.26 10:04:53 AM,0.0141,34.523,19.182,0.0184,0.0184,279.4,0.00,1.01
1220,03.17.26 10:05:53 AM,0.0141,34.673,19.190,0.0184,0.0184,279.4,0.00,0.00
1221,03.17.26 10:06:53 AM,0.0141,34.802,19.112,0.0184,0.0184,279.4,0.00,0.00
1222,03.17.26 10:07:53 AM,0.0141,35.060,18.801,0.0184,0.0184,279.4,0.00,0.50
1223,03.17.26 10:08:53 AM,0.0141,35.038,18.988,0.0184,0.0184,279.4,0.00,0.50
1224,03.17.26 10:09:53 AM,0.0141,35.188,18.724,0.0184,0.0184,279.4,0.00,0.50
1225,03.17.26 10:10:53 AM,0.0141,35.446,18.518,0.0184,0.0184,279.4,0.00,1.01
1226,03.17.26 10:11:53 AM,0.0141,35.660,18.207,0.0192,0.0192,279.4,0.00,1.01
1227,03.17.26 10:12:53 AM,0.0141,35.982,18.239,0.0192,0.0192,279.4,0.00,0.00
1228,03.17.26 10:13:53 AM,0.0141,36.046,18.042,0.0192,0.0192,279.4,0.00,0.50
1229,03.17.26 10:14:53 AM,0.0141,35.789,18.151,0.0192,0.0192,279.4,0.50,1.01
1230,03.17.26 10:15:53 AM,0.0141,35.724,18.180,0.0192,0.0192,279.4,0.00,1.01
1231,03.17.26 10:16:53 AM,0.0141,35.231,18.425,0.0192,0.0192,279.4,0.50,1.51
1232,03.17.26 10:17:53 AM,0.0148,34.952,18.668,0.0192,0.0192,279.4,0.00,1.51
1233,03.17.26 10:18:53 AM,0.0148,34.931,18.979,0.0192,0.0192,259.7,1.51,2.01
1234,03.17.26 10:19:53 AM,0.0141,34.716,18.967,0.0192,0.0192,231.6,1.51,3.02
1235,03.17.26 10:20:53 AM,0.0148,34.566,18.962,0.0192,0.0192,230.2,0.50,1.51
1236,03.17.26 10:21:53 AM,0.0141,34.566,19.031,0.0199,0.0199,230.2,0.00,1.51
1237,03.17.26 10:22:53 AM,0.0148,34.888,18.642,0.0199,0.0199,230.2,0.00,1.51
1238,03.17.26 10:23:53 AM,0.0148,34.974,18.682,0.0199,0.0199,230.2,0.00,1.01
1239,03.17.26 10:24:53 AM,0.0148,35.102,18.320,0.0199,0.0199,213.4,1.01,2.01
1240,03.17.26 10:25:53 AM,0.0148,34.845,18.608,0.0199,0.0199,202.2,0.50,2.01
1241,03.17.26 10:26:53 AM,0.0148,35.102,18.604,0.0199,0.0199,202.2,0.00,1.01
1242,03.17.26 10:27:53 AM,0.0148,35.424,18.180,0.0199,0.0199,205.0,1.01,3.02
1243,03.17.26 10:28:53 AM,0.0148,35.381,18.161,0.0199,0.0199,214.8,1.01,1.51
1244,03.17.26 10:29:53 AM,0.0148,35.338,18.157,0.0199,0.0199,268.1,1.01,2.52
1245,03.17.26 10:30:53 AM,0.0148,35.403,18.059,0.0199,0.0199,273.8,1.51,3.52
1246,03.17.26 10:31:53 AM,0.0148,35.231,18.187,0.0199,0.0199,266.7,1.51,3.02
1247,03.17.26 10:32:53 AM,0.0148,35.338,18.024,0.0199,0.0199,272.4,0.50,2.01
1248,03.17.26 10:33:53 AM,0.0148,35.617,17.789,0.0199,0.0199,259.7,0.00,1.01
1249,03.17.26 10:34:53 AM,0.0148,35.789,17.644,0.0199,0.0199,238.7,1.01,3.52
1250,03.17.26 10:35:53 AM,0.0148,35.617,17.868,0.0199,0.0199,234.5,2.52,3.52
1251,03.17.26 10:36:53 AM,0.0148,35.724,17.607,0.0199,0.0199,221.8,1.51,3.02
1252,03.17.26 10:37:53 AM,0.0148,35.295,18.088,0.0199,0.0199,233.1,3.02,4.53
1253,03.17.26 10:38:53 AM,0.0148,35.081,18.148,0.0199,0.0199,224.6,2.52,4.03
1254,03.17.26 10:39:53 AM,0.0148,35.338,18.056,0.0206,0.0206,237.3,2.01,3.02
1255,03.17.26 10:40:53 AM,0.0155,35.639,17.771,0.0206,0.0206,234.5,1.01,2.52
1256,03.17.26 10:41:53 AM,0.0148,35.746,17.758,0.0206,0.0206,271.0,2.01,3.52
1257,03.17.26 10:42:53 AM,0.0155,35.810,17.743,0.0206,0.0206,249.9,3.02,4.53
1258,03.17.26 10:43:53 AM,0.0155,35.789,17.707,0.0206,0.0206,279.4,2.52,4.03
1259,03.17.26 10:44:53 AM,0.0155,35.703,17.704,0.0206,0.0206,256.9,3.52,4.53
1260,03.17.26 10:45:53 AM,0.0155,35.617,17.736,0.0214,0.0214,256.9,3.52,5.03
1261,03.17.26 10:46:53 AM,0.0155,35.574,17.784,0.0214,0.0214,256.9,2.52,4.03
1262,03.17.26 10:47:53 AM,0.0155,35.789,17.473,0.0214,0.0214,249.9,2.01,3.02
1263,03.17.26 10:48:53 AM,0.0155,35.875,17.374,0.0214,0.0214,237.3,2.01,4.03
1264,03.17.26 10:49:53 AM,0.0155,35.703,17.388,0.0214,0.0214,245.7,2.52,3.52
1265,03.17.26 10:50:53 AM,0.0155,35.832,17.359,0.0214,0.0214,255.5,3.02,4.53
1266,03.17.26 10:51:53 AM,0.0155,36.068,17.116,0.0214,0.0214,263.9,3.52,4.53
1267,03.17.26 10:52:53 AM,0.0155,36.025,17.214,0.0214,0.0214,261.1,3.52,4.53
1268,03.17.26 10:53:53 AM,0.0155,35.875,17.424,0.0214,0.0214,271.0,2.52,4.03
1269,03.17.26 10:54:53 AM,0.0155,36.239,16.889,0.0214,0.0214,256.9,3.02,5.54
1270,03.17.26 10:55:53 AM,0.0155,36.089,17.015,0.0214,0.0214,262.5,4.53,6.04
1271,03.17.26 10:56:53 AM,0.0155,35.746,17.253,0.0214,0.0214,265.3,3.02,4.53
1272,03.17.26 10:57:53 AM,0.0155,35.660,17.400,0.0214,0.0214,290.6,1.51,3.02
1273,03.17.26 10:58:53 AM,0.0155,35.767,17.218,0.0214,0.0214,283.6,2.52,4.03
1274,03.17.26 10:59:53 AM,0.0155,35.682,17.333,0.0221,0.0221,278.0,2.01,3.52
1275,03.17.26 11:00:53 AM,0.0155,35.746,17.154,0.0221,0.0221,282.2,2.52,3.52
1276,03.17.26 11:01:53 AM,0.0155,35.703,17.319,0.0221,0.0221,283.6,1.51,3.02
1277,03.17.26 11:02:53 AM,0.0155,35.896,17.144,0.0221,0.0221,259.7,3.02,4.53
1278,03.17.26 11:03:53 AM,0.0155,35.982,17.044,0.0221,0.0221,244.3,2.52,3.52
1279,03.17.26 11:04:53 AM,0.0155,35.767,17.253,0.0221,0.0221,245.7,3.52,5.54
1280,03.17.26 11:05:53 AM,0.0155,35.682,17.333,0.0221,0.0221,240.1,2.52,4.03
1281,03.17.26 11:06:53 AM,0.0155,35.682,17.369,0.0228,0.0228,273.8,2.01,3.52
1282,03.17.26 11:07:53 AM,0.0155,35.960,17.095,0.0228,0.0228,261.1,4.03,6.54
1283,03.17.26 11:08:53 AM,0.0163,35.875,17.075,0.0228,0.0228,266.7,4.53,6.04
1284,03.17.26 11:09:53 AM,0.0163,35.767,17.237,0.0228,0.0228,271.0,4.03,6.04
1285,03.17.26 11:10:53 AM,0.0163,35.875,17.173,0.0228,0.0228,266.7,4.03,5.03
1286,03.17.26 11:11:53 AM,0.0163,35.982,17.095,0.0228,0.0228,263.9,2.01,3.02
1287,03.17.26 11:12:53 AM,0.0155,36.046,17.166,0.0228,0.0228,244.3,2.52,4.03
1288,03.17.26 11:13:53 AM,0.0163,35.746,17.221,0.0228,0.0228,226.0,2.52,4.03
1289,03.17.26 11:14:53 AM,0.0163,35.724,17.391,0.0228,0.0228,235.9,3.52,6.54
1290,03.17.26 11:15:53 AM,0.0155,36.110,17.168,0.0228,0.0228,259.7,5.54,7.05
1291,03.17.26 11:16:53 AM,0.0163,35.832,17.409,0.0228,0.0228,237.3,4.53,7.05
1292,03.17.26 11:17:53 AM,0.0163,35.917,17.429,0.0228,0.0228,256.9,4.03,6.04
1293,03.17.26 11:18:53 AM,0.0163,35.960,17.345,0.0228,0.0228,279.4,4.53,6.54
1294,03.17.26 11:19:53 AM,0.0163,36.068,17.150,0.0228,0.0228,278.0,5.03,6.54
1295,03.17.26 11:20:53 AM,0.0163,35.982,17.232,0.0228,0.0228,254.1,5.03,6.54
1296,03.17.26 11:21:53 AM,0.0163,35.746,17.369,0.0228,0.0228,235.9,4.53,5.03
1297,03.17.26 11:22:53 AM,0.0163,35.875,17.159,0.0235,0.0235,240.1,4.53,5.54
1298,03.17.26 11:23:53 AM,0.0163,35.446,17.543,0.0235,0.0235,212.0,3.02,5.03
1299,03.17.26 11:24:53 AM,0.0163,35.338,17.937,0.0235,0.0235,244.3,4.53,6.54
1300,03.17.26 11:25:53 AM,0.0163,35.188,18.523,0.0235,0.0235,233.1,3.52,5.03
1301,03.17.26 11:26:53 AM,0.0163,35.510,20.130,0.0235,0.0235,245.7,4.03,5.03
1302,03.17.26 11:27:53 AM,0.0170,35.381,22.826,0.0235,0.0235,266.7,5.03,6.54
1303,03.17.26 11:28:53 AM,0.0163,35.017,24.413,0.0235,0.0235,258.3,5.54,7.05
1304,03.17.26 11:29:53 AM,0.0163,35.403,24.028,0.0235,0.0235,259.7,5.54,7.55
1305,03.17.26 11:30:53 AM,0.0163,35.210,24.785,0.0235,0.0235,254.1,5.54,7.55
1306,03.17.26 11:31:53 AM,0.0163,35.102,25.031,0.0235,0.0235,256.9,5.54,6.54
1307,03.17.26 11:32:53 AM,0.0163,34.974,24.674,0.0243,0.0243,247.1,5.54,7.05
1308,03.17.26 11:33:53 AM,0.0170,35.060,25.136,0.0243,0.0243,249.9,5.03,5.54
1309,03.17.26 11:34:53 AM,0.0163,34.995,25.493,0.0243,0.0243,248.5,4.03,5.54
1310,03.17.26 11:35:53 AM,0.0170,34.716,25.646,0.0243,0.0243,244.3,5.03,6.54
1311,03.17.26 11:36:53 AM,0.0163,34.566,25.811,0.0243,0.0243,245.7,4.03,5.54
1312,03.17.26 11:37:53 AM,0.0163,34.716,26.099,0.0243,0.0243,259.7,5.54,7.05
1313,03.17.26 11:38:53 AM,0.0170,34.588,26.889,0.0243,0.0243,254.1,3.52,5.03
1314,03.17.26 11:39:53 AM,0.0170,34.716,26.900,0.0243,0.0243,258.3,5.03,6.04
1315,03.17.26 11:40:53 AM,0.0170,34.867,27.141,0.0243,0.0243,252.7,5.03,7.55
1316,03.17.26 11:41:53 AM,0.0170,34.909,27.068,0.0243,0.0243,258.3,5.03,6.04
1317,03.17.26 11:42:53 AM,0.0170,34.781,27.056,0.0243,0.0243,259.7,5.03,6.54
1318,03.17.26 11:43:53 AM,0.0170,34.159,27.860,0.0243,0.0243,249.9,5.03,7.55
1319,03.17.26 11:44:53 AM,0.0170,34.266,27.654,0.0243,0.0243,249.9,5.03,8.05
1320,03.17.26 11:45:53 AM,0.0170,34.330,27.124,0.0243,0.0243,244.3,5.03,6.54
1321,03.17.26 11:46:53 AM,0.0170,33.966,27.736,0.0250,0.0250,237.3,3.52,5.54
1322,03.17.26 11:47:53 AM,0.0170,33.880,28.185,0.0250,0.0250,245.7,4.53,7.05
1323,03.17.26 11:48:53 AM,0.0170,33.880,28.072,0.0243,0.0243,256.9,5.54,6.54
1324,03.17.26 11:49:53 AM,0.0170,34.051,28.287,0.0250,0.0250,251.3,5.03,7.05
1325,03.17.26 11:50:53 AM,0.0170,33.837,28.588,0.0243,0.0243,258.3,6.04,7.55
1326,03.17.26 11:51:53 AM,0.0177,33.773,28.722,0.0250,0.0250,252.7,4.53,7.55
1327,03.17.26 11:52:53 AM,0.0170,33.923,28.450,0.0250,0.0250,247.1,5.54,7.05
1328,03.17.26 11:53:53 AM,0.0170,33.880,28.479,0.0250,0.0250,263.9,6.04,7.05
1329,03.17.26 11:54:53 AM,0.0170,33.880,28.246,0.0250,0.0250,266.7,5.03,6.04
1330,03.17.26 11:55:53 AM,0.0170,34.094,28.452,0.0250,0.0250,259.7,4.03,5.54
1331,03.17.26 11:56:53 AM,0.0170,34.545,27.997,0.0250,0.0250,251.3,5.03,6.54
1332,03.17.26 11:57:53 AM,0.0170,34.137,28.579,0.0250,0.0250,262.5,4.53,7.05
1333,03.17.26 11:58:53 AM,0.0177,34.588,27.971,0.0257,0.0257,254.1,5.54,7.05
1334,03.17.26 11:59:53 AM,0.0177,34.287,28.359,0.0257,0.0257,263.9,5.54,7.05
1335,03.17.26 12:00:53 PM,0.0170,34.116,28.560,0.0257,0.0257,272.4,6.04,7.05
1336,03.17.26 12:01:53 PM,0.0177,34.202,28.127,0.0257,0.0257,262.5,5.54,6.54
1337,03.17.26 12:02:53 PM,0.0177,34.159,28.313,0.0257,0.0257,262.5,5.54,7.05
1338,03.17.26 12:03:53 PM,0.0177,33.966,28.489,0.0257,0.0257,263.9,5.54,7.05
1339,03.17.26 12:04:53 PM,0.0177,33.773,28.612,0.0257,0.0257,235.9,5.54,7.55
1340,03.17.26 12:05:53 PM,0.0177,33.730,28.643,0.0257,0.0257,248.5,4.03,7.05
1341,03.17.26 12:06:53 PM,0.0177,33.601,28.679,0.0257,0.0257,252.7,5.03,7.05
1342,03.17.26 12:07:53 PM,0.0184,33.901,27.921,0.0257,0.0257,258.3,5.03,6.54
1343,03.17.26 12:08:53 PM,0.0177,33.558,28.350,0.0257,0.0257,241.5,5.03,7.05
1344,03.17.26 12:09:53 PM,0.0177,33.580,28.148,0.0257,0.0257,256.9,5.03,7.05
1345,03.17.26 12:10:53 PM,0.0177,33.558,28.190,0.0257,0.0257,248.5,4.53,6.54
1346,03.17.26 12:11:53 PM,0.0184,33.601,28.164,0.0257,0.0257,237.3,4.53,6.54
1347,03.17.26 12:12:53 PM,0.0177,33.901,27.486,0.0257,0.0257,249.9,5.03,7.05
1348,03.17.26 12:13:53 PM,0.0177,33.751,27.581,0.0257,0.0257,248.5,4.53,6.54
1349,03.17.26 12:14:53 PM,0.0184,33.730,27.486,0.0257,0.0257,248.5,4.03,5.03
1350,03.17.26 12:15:53 PM,0.0184,33.987,27.472,0.0257,0.0257,240.1,3.52,7.05
1351,03.17.26 12:16:53 PM,0.0184,33.558,27.990,0.0257,0.0257,233.1,5.03,9.06
1352,03.17.26 12:17:53 PM,0.0184,33.129,28.519,0.0257,0.0257,240.1,4.53,6.54
1353,03.17.26 12:18:53 PM,0.0184,33.043,28.640,0.0257,0.0257,238.7,4.53,6.54
1354,03.17.26 12:19:53 PM,0.0184,33.086,28.597,0.0257,0.0257,248.5,3.52,5.54
1355,03.17.26 12:20:53 PM,0.0184,33.558,27.724,0.0257,0.0257,240.1,3.52,5.03
1356,03.17.26 12:21:53 PM,0.0184,33.923,27.100,0.0257,0.0257,237.3,3.52,5.54
1357,03.17.26 12:22:53 PM,0.0184,33.923,27.207,0.0257,0.0257,230.2,3.02,4.53
1358,03.17.26 12:23:53 PM,0.0184,33.816,27.384,0.0257,0.0257,241.5,3.52,4.53
1359,03.17.26 12:24:53 PM,0.0184,33.837,27.324,0.0264,0.0264,245.7,4.03,6.04
1360,03.17.26 12:25:53 PM,0.0184,33.515,28.656,0.0257,0.0257,223.2,5.54,7.05
1361,03.17.26 12:26:53 PM,0.0184,32.958,28.496,0.0264,0.0264,189.5,2.52,4.03
1362,03.17.26 12:27:53 PM,0.0184,33.065,28.377,0.0264,0.0264,241.5,3.02,4.53
1363,03.17.26 12:28:53 PM,0.0184,33.451,27.828,0.0264,0.0264,254.1,4.53,6.04
1364,03.17.26 12:29:53 PM,0.0184,33.665,27.796,0.0264,0.0264,262.5,4.53,6.04
1365,03.17.26 12:30:53 PM,0.0184,33.730,27.828,0.0264,0.0264,255.5,4.03,5.54
1366,03.17.26 12:31:53 PM,0.0184,33.708,28.666,0.0264,0.0264,238.7,4.03,5.54
1367,03.17.26 12:32:53 PM,0.0184,33.687,28.684,0.0264,0.0264,248.5,4.03,6.54
1368,03.17.26 12:33:53 PM,0.0184,33.408,28.849,0.0264,0.0264,228.8,4.53,6.54
1369,03.17.26 12:34:53 PM,0.0192,33.387,28.995,0.0264,0.0264,216.2,2.52,4.03
1370,03.17.26 12:35:53 PM,0.0184,33.365,29.023,0.0264,0.0264,224.6,3.02,4.53
1371,03.17.26 12:36:53 PM,0.0184,33.494,29.235,0.0264,0.0264,241.5,3.52,6.04
1372,03.17.26 12:37:53 PM,0.0192,33.151,29.908,0.0272,0.0272,234.5,4.53,7.05
1373,03.17.26 12:38:53 PM,0.0192,32.915,30.127,0.0264,0.0264,228.8,5.03,7.05
1374,03.17.26 12:39:53 PM,0.0192,32.829,30.217,0.0264,0.0264,234.5,4.03,5.54
1375,03.17.26 12:40:53 PM,0.0184,33.043,29.711,0.0264,0.0264,247.1,5.54,8.05
1376,03.17.26 12:41:53 PM,0.0192,32.722,30.095,0.0264,0.0264,242.9,4.03,6.04
1377,03.17.26 12:42:53 PM,0.0192,33.086,29.233,0.0272,0.0272,241.5,4.03,5.54
1378,03.17.26 12:43:53 PM,0.0192,33.065,30.057,0.0272,0.0272,240.1,4.03,6.04
1379,03.17.26 12:44:53 PM,0.0192,33.065,29.577,0.0272,0.0272,240.1,4.03,6.54
1380,03.17.26 12:45:53 PM,0.0192,33.515,29.032,0.0272,0.0272,254.1,4.53,6.54
1381,03.17.26 12:46:53 PM,0.0192,33.472,29.197,0.0272,0.0272,249.9,5.03,6.54
1382,03.17.26 12:47:53 PM,0.0192,33.258,29.358,0.0272,0.0272,234.5,4.03,6.04
1383,03.17.26 12:48:53 PM,0.0192,33.344,29.047,0.0272,0.0272,241.5,5.54,7.05
1384,03.17.26 12:49:53 PM,0.0192,33.258,28.951,0.0272,0.0272,251.3,4.03,7.05
1385,03.17.26 12:50:53 PM,0.0192,33.365,28.617,0.0272,0.0272,255.5,4.53,6.54
1386,03.17.26 12:51:53 PM,0.0192,33.344,28.624,0.0279,0.0279,262.5,4.03,6.54
1387,03.17.26 12:52:53 PM,0.0192,33.387,28.008,0.0279,0.0279,251.3,3.52,4.53
1388,03.17.26 12:53:53 PM,0.0192,33.408,27.402,0.0279,0.0279,240.1,4.53,6.04
1389,03.17.26 12:54:53 PM,0.0192,33.408,27.498,0.0279,0.0279,223.2,3.52,5.03
1390,03.17.26 12:55:53 PM,0.0192,33.751,27.088,0.0279,0.0279,216.2,2.01,3.52
1391,03.17.26 12:56:53 PM,0.0192,33.623,27.311,0.0279,0.0279,223.2,2.52,4.53
1392,03.17.26 12:57:53 PM,0.0192,33.708,27.376,0.0279,0.0279,217.6,3.02,6.54
1393,03.17.26 12:58:53 PM,0.0192,33.279,27.756,0.0279,0.0279,221.8,3.02,5.54
1394,03.17.26 12:59:53 PM,0.0199,32.808,28.519,0.0279,0.0279,189.5,5.54,9.06
1395,03.17.26 01:00:53 PM,0.0192,32.786,28.313,0.0279,0.0279,164.3,3.02,5.03
1396,03.17.26 01:01:53 PM,0.0192,32.722,28.370,0.0279,0.0279,179.7,4.03,5.54
1397,03.17.26 01:02:53 PM,0.0192,32.593,28.809,0.0279,0.0279,199.4,4.03,6.04
1398,03.17.26 01:03:53 PM,0.0192,32.293,29.398,0.0286,0.0286,193.7,5.03,6.54
1399,03.17.26 01:04:53 PM,0.0199,32.228,29.595,0.0286,0.0286,189.5,4.53,6.54
1400,03.17.26 01:05:53 PM,0.0199,32.314,29.285,0.0279,0.0279,203.6,4.53,6.54
1401,03.17.26 01:06:53 PM,0.0199,32.293,29.210,0.0286,0.0286,200.8,4.53,6.54
1402,03.17.26 01:07:53 PM,0.0199,32.679,29.220,0.0286,0.0286,214.8,3.02,4.53
1403,03.17.26 01:08:53 PM,0.0199,32.829,28.922,0.0286,0.0286,209.2,3.02,4.53
1404,03.17.26 01:09:53 PM,0.0199,32.872,28.594,0.0286,0.0286,210.6,4.53,6.54
